"","Actual","mean","sd","2.5%","97.5%"
"1","-0.5",0.73872571545,0.0254034827305332,0.68586348625,0.78600768925
"2","0.75",-0.76950810304,0.0184298371604044,-0.80359361575,-0.73113103225
"3","-0.85",0.87571481603,0.0136438746061292,0.847357142,0.8997570355
"4","0.95",-0.87061365533,0.0117650351713112,-0.89319147175,-0.84838268425
"5","0.6|0.7|0.6|0.5",0.86994657818,0.0198926788146427,0.8305183855,0.90910203875
"6","1.9",2.3353078684,0.0191093948802182,2.2968553225,2.37343817
"7","-0.5",-0.63816119354,0.0201767083412775,-0.6779786765,-0.59728121075
"8","-1.4",-1.835525305,0.0187695277207114,-1.8707203225,-1.795636955
"9","0",0.011551114895725,0.0161932235278113,-0.019385737775,0.04326092295
"10","0",0.0070305456218536,0.016612406609778,-0.026337266425,0.03942855475
"11","435.72",435.72,435.72,435.72,435.72
