"","Actual","mean","sd","2.5%","97.5%"
"1",0.5,0.230524427096,0.086495428119046,0.098513668325,0.4220996865
"2",0.75,0.53164276063,0.090389650385912,0.352409555,0.7025049925
"3",0.85,0.63218710725,0.0928392114472233,0.4398646425,0.79522838775
"4",0.95,0.7505113566,0.0686335654504447,0.60098394925,0.86484004825
"5",1.5,1.32758938508,0.133928430485376,1.0798989875,1.60810072
"6",6,6.3994628014,0.16790750044297,6.0537744075,6.7297604675
"7",7,7.2963674594,0.200868116187918,6.9289747925,7.692334655
"8",6.5,7.731994784,0.184963059138393,7.368599005,8.0897190025
"9",5,5.3887468556,0.245182279639794,4.9174579375,5.8685286775
"10",1.9,1.8848736095,0.0877494152814969,1.7201762925,2.0662417625
"11",-0.5,-0.53004049083,0.0850749730743656,-0.69242103,-0.363696472
"12",-1.4,-1.3896364752,0.0879231237701498,-1.5598382075,-1.217555555
"13",0,-0.017606622823369,0.0853955819588306,-0.18712314375,0.1442098205
"14",0,0.03780895655004,0.0836887829604198,-0.13073738,0.1965421795
"15",21.28,21.28,21.28,21.28,21.28
