"","Actual","mean","sd","2.5%","97.5%"
"1",0.5,0.207624044029,0.13638675074204,0.033974887275,0.56546553875
"2",0.75,0.1516327196829,0.117297509994952,0.019157871875,0.45831248025
"3",0.85,0.47033870617,0.134569002189705,0.21077118475,0.742843209
"4",0.95,0.48205355532,0.084669440441419,0.3179055625,0.64770670975
"5",1.9,2.7405415336,0.0560388088953856,2.628319285,2.84510981
"6",-0.5,-0.0377628668218901,0.0333601954344951,-0.098724673225,0.027480684025
"7",-1.4,-2.0377958542,0.0563934206775899,-2.1425868825,-1.929639305
"8",0,0.0107279445765732,0.0315422193396511,-0.053141325125,0.0734729507
"9",0,0.011782870314079,0.0309368178916639,-0.0488652268,0.071753838875
"10",17.72,17.72,17.72,17.72,17.72
