"","Actual","mean","sd","2.5%","97.5%"
"1",0.5,0.1495874190566,0.120692982569317,0.0167346941,0.47390507775
"2",0.75,0.1401240387266,0.118172764741922,0.017511026725,0.46285815825
"3",0.85,0.2138693563074,0.167733503002628,0.0220837473,0.639827481
"4",0.95,0.1806087779272,0.148967831318636,0.016832195075,0.573444928
"5",0.6,1.4195892125,0.117574192644274,1.18861055,1.653604245
"6",0.7,1.6878251,0.105928526081209,1.48004667,1.890828685
"7",0.6,2.6765333797,0.148387123394777,2.4003529125,2.974851765
"8",0.5,2.5187442649,0.122975016597782,2.29633785,2.7587098275
"9",1.9,3.3610491635,0.0581851715080019,3.23525198,3.47019559
"10",-0.5,-0.57491541252,0.0642592822744911,-0.701890321,-0.45323474225
"11",-1.4,-2.4549306158,0.0562627772877125,-2.565592095,-2.34086195
"12",0,-0.001412543711329,0.0297911819049156,-0.0584155371,0.05629369715
"13",0,0.016968480182546,0.0303625517700978,-0.0429843961,0.07878162025
"14",19.83,19.83,19.83,19.83,19.83
