"","Actual","mean","sd","2.5%","97.5%"
"1","0.5",0.148986737288,0.0745167629861052,0.046097327775,0.32138501275
"2","0.75",0.0689819620307,0.061702990995842,0.00875757627,0.23540006475
"3","0.85",0.1102695570103,0.103017129011608,0.0121732406,0.42793923825
"4","0.95",0.0829551874524,0.0743073387791626,0.0094977418225,0.29164008125
"5","0.6|0.7|0.6|0.5",2.2701300917,0.0273717394566598,2.217586775,2.32554145
"6","1.9",3.4751799594,0.0263896055775229,3.4264967125,3.5290237225
"7","-0.5",-0.86759746518,0.0266581225002068,-0.91933016225,-0.815026995
"8","-1.4",-2.5770980787,0.0273946007815587,-2.63066209,-2.5261134675
"9","0",-0.009555826020718,0.0215515172800482,-0.05265130335,0.03262588845
"10","0",0.017647415230299,0.0215415136245396,-0.024001365775,0.06167544
"11","62.48",62.48,62.48,62.48,62.48
