"","Actual","mean","sd","2.5%","97.5%"
"1",0.5,0.0742022861699,0.0729326781416789,0.0083019730975,0.2788754055
"2",0.75,0.0695830735818,0.0667910925967325,0.00611216819,0.252355591
"3",0.85,0.1078599125846,0.0972195944884443,0.0110072461,0.37905524525
"4",0.95,0.0833784139308,0.0795823312782707,0.0106052422,0.298894365
"5",0.6,1.8474936845,0.0557081547918534,1.74031696,1.9583467
"6",0.7,2.4053615348,0.0470257858627832,2.31197232,2.4936289225
"7",0.6,2.4337246068,0.0671302708148842,2.306984165,2.56108459
"8",0.5,2.3970223081,0.0564619612489274,2.2928316725,2.5073450925
"9",1.9,3.4733122743,0.0269929248002617,3.4217423025,3.525805895
"10",-0.5,-0.86511807397,0.0271195748637454,-0.91774829375,-0.8092995445
"11",-1.4,-2.594592621,0.0278241915808968,-2.6503448275,-2.540906875
"12",0,-0.010057453990151,0.0207648519606207,-0.050886313725,0.0296642136
"13",0,0.0140707702215895,0.0217083386378808,-0.0326499416,0.057903550425
"14",63.51,63.51,63.51,63.51,63.51
