"","Actual","mean","sd","2.5%","97.5%"
"1","0.5",0.166298294834,0.12514849890472,0.02272952005,0.5033427465
"2","0.75",0.68908496692,0.0194809924841116,0.64955624325,0.725924174
"3","0.85",0.77654937433,0.0296721790925964,0.7154274255,0.8339404715
"4","0.95",0.85948623526,0.0153113625780413,0.8267410665,0.8877535275
"5","1.5",1.3554059704,0.0214065723043098,1.3165349575,1.3975923475
"6","6|7|6.5|5",6.6674672621,0.0307924808441784,6.606854165,6.7289893175
"7","1.9",1.8856292167,0.0303720807247828,1.82832571,1.9470358375
"8","-0.5",-0.5326768845,0.0282671996451722,-0.58812046875,-0.47564977025
"9","-1.4",-1.3938926414,0.0305560890698461,-1.455656725,-1.3366218575
"10","0",-0.002794096885706,0.0228528036827448,-0.049708221725,0.043438469825
"11","0",0.0310862123843,0.0235579839278239,-0.0147797899,0.0781950789
"12","28.91",28.91,28.91,28.91,28.91
