"","yhat_SN",""
"y_all[1]",4.19707528869,2.52193401843431
"y_all[2]",6.9365350554,7.2764125776245
"y_all[4]",11.2287395178,9.25622786569272
"y_all[5]",9.131482253,10.046991925793
"y_all[6]",4.090573032673,2.29477376168474
"y_all[7]",4.87546118483,1.9360407798607
"y_all[8]",7.6175072485,8.48706822209914
"y_all[9]",5.26272101141,6.93550964128861
"y_all[10]",3.7233399434628,4.58023724920607
"y_all[11]",9.6902843009,7.37244184996756
"y_all[12]",7.00164377,8.20697956326172
"y_all[13]",7.8113528658,6.72772116366279
"y_all[14]",-0.5390963537708,-0.826499719763348
"y_all[15]",8.3968403082,7.81344068451024
"y_all[16]",6.9674025672,6.63812507531958
"y_all[17]",7.8497185572,9.02653222609296
"y_all[18]",11.8415956638,12.2974981656249
"y_all[19]",8.7888928728,10.0104932690448
"y_all[20]",8.4110197074,6.12801171159699
"y_all[21]",9.318590506,9.67023264080726
"y_all[22]",6.0252278954,5.42880910868752
"y_all[23]",4.586913635206,4.78046685797435
"y_all[24]",5.9545503837,5.70845067356136
"y_all[25]",8.0332674649,9.29859253071803
"y_all[26]",8.1160709161,6.95489337568518
"y_all[28]",5.6214387803,4.61663842222067
"y_all[29]",7.9158198745,8.9827062681994
"y_all[30]",7.9456907195,8.12486621516255
"y_all[31]",7.3565288251,7.78748938130615
"y_all[32]",8.41563144,6.80377066209229
"y_all[33]",8.2601783943,8.51607407270946
"y_all[34]",6.0911063997,7.37798592292869
"y_all[35]",3.65743824035,2.32076365033347
"y_all[36]",6.1430241177,7.76147422331376
"y_all[37]",6.60614136262,9.36955821582104
"y_all[38]",5.99780808158,4.74508867847275
"y_all[39]",6.5737972521,6.2136505978067
"y_all[40]",5.6001061334,4.34923752778518
"y_all[41]",5.6011517657,7.0105920038131
"y_all[42]",6.9159846461,6.07489808659736
"y_all[43]",6.4190492723,3.61425999415288
"y_all[44]",10.3318874692,8.91990395812431
"y_all[45]",6.3867911154,5.06549719189953
"y_all[46]",5.17219446838,3.15294441847769
"y_all[48]",8.874216683,8.25286400265586
"y_all[49]",3.0101123224667,2.98540749270984
"y_all[50]",9.308021561,8.53126437239172
"y_all[51]",8.9781289062,9.82143041950434
"y_all[52]",2.3739232097553,2.91371030023858
"y_all[53]",6.0595928464,4.7459753312842
"y_all[54]",4.941958774401,5.97452642223979
"y_all[55]",10.3838497972,11.9709333110682
"y_all[56]",9.6111835759,10.1697211794311
"y_all[58]",6.4256184827,5.21112466586595
"y_all[59]",8.392868952,9.0358187922529
"y_all[60]",5.98462410413,7.13941065750559
"y_all[61]",10.4557539533,10.4167565029306
"y_all[62]",8.3635461218,10.5533085924531
"y_all[63]",5.434360587015,5.21419617035635
"y_all[64]",7.9417440955,8.22624618271749
"y_all[65]",5.42415120616,4.42314553457537
"y_all[66]",6.4038682858,6.93220570839247
"y_all[67]",2.2853532418317,1.68644822067777
"y_all[68]",7.3549545616,7.23551239002914
"y_all[69]",2.8536641276921,2.84138174728088
"y_all[70]",9.4188113733,8.35248402077283
"y_all[71]",6.2203799139,4.76366270366024
"y_all[72]",7.7642092811,8.10775717327603
"y_all[73]",5.41220008444,5.59674464094464
"y_all[74]",4.90621405091,3.6470159289406
"y_all[75]",4.232159747659,5.88630641489432
"y_all[76]",7.384323238,7.19130167507367
"y_all[77]",5.4473691206,1.51428734987557
"y_all[78]",3.779138966708,3.92800346111958
"y_all[79]",4.255605610956,4.73072093751331
"y_all[80]",6.66280105789,5.29147673283685
"y_all[81]",6.8512952803,7.87301967105115
"y_all[83]",11.4860919899,10.4306584860622
"y_all[84]",3.5398871758833,4.80461277956128
"y_all[86]",4.95854399287,4.73115244885915
"y_all[87]",10.5622749657,8.9365460097903
"y_all[88]",4.591032629044,3.45731085306759
"y_all[89]",6.0717197069,8.28718350660448
"y_all[90]",7.4232852342,10.669721448262
"y_all[91]",7.7049426771,6.57714961335075
"y_all[92]",9.8380540188,10.8605901745094
"y_all[93]",6.54030201603,5.85995222271708
"y_all[94]",6.4995214443,6.9582850332788
"y_all[95]",9.6426490477,9.57503710390857
"y_all[96]",12.0786698479,12.361248141095
"y_all[97]",3.64672090833,1.10176963180576
"y_all[98]",5.34161310745,5.0582458250776
"y_all[99]",7.1376537348,5.8997863378351
"y_all[100]",6.49422530105,5.72984147052766
"y_all[101]",4.96613663704,3.50921350889315
"y_all[102]",6.53079601591,8.22655807063528
"y_all[103]",4.183018053399,6.91845215373133
"y_all[104]",6.9955837147,8.11341447450096
"y_all[105]",5.661214915256,5.31644320171753
"y_all[106]",8.1291168716,5.4664692403948
"y_all[107]",7.8263246242,8.65090460146437
"y_all[108]",9.9028629323,11.3052031265218
"y_all[109]",8.5027550562,9.04019598347895
"y_all[110]",8.7056101551,7.49115113277688
"y_all[111]",4.16008936134,1.8997041992671
"y_all[112]",5.94891446148,6.26550185779067
"y_all[113]",8.5200667887,9.97096148036545
"y_all[114]",4.654940420779,4.30925964458591
