"","Actual","mean","sd","2.5%","97.5%"
"1","0.5",0.4992456760053,0.255728294988887,0.030367342675,0.92399229825
"2","0.75",0.74790793189,0.104915482027056,0.548455733,0.9444468265
"3","0.85",0.81321006733,0.0765142008280049,0.63953300125,0.95560159275
"4","0.95",0.88712438991,0.0380840391617058,0.81872347625,0.96922064
"5","1.5",1.5186987107,0.312143311091595,1.27494289,2.3641579825
"6","6|7|6.5|5",6.9998389381,0.4800816542288,6.255881485,8.0676465425
"7","1.9",1.8851475301,0.0280312098315757,1.8315452775,1.9392963075
"8","-0.5",-0.53469524599,0.0276841584262895,-0.58914628375,-0.481384078
"9","-1.4",-1.3890967241,0.0290377846748569,-1.44660799,-1.33078779
"10","0",-0.015912670508967,0.0235127947653799,-0.06129911465,0.03027224245
"11","0",0.027588231121065,0.022864785514443,-0.017882412125,0.07120809105
"12","140.05",140.05,140.05,140.05,140.05
