"","Actual","mean","sd","2.5%","97.5%"
"1",1.5,0.4402402125241,0.26361824060858,0.02282207135,0.90534312575
"2",0.5,0.75480760818,0.128231646201029,0.43142652175,0.94840201175
"3",0.75,0.745185660617,0.15901914371189,0.27378790325,0.94380293525
"4",0.85,0.90928289632,0.0315835683211163,0.84656638425,0.97222117875
"5",0.95,1.4919295654,0.245270278440836,1.2292771575,2.2769420275
"6",6,6.6425993879,0.6533819937743,5.08814751,7.79541836
"7",7,7.874345195,0.993206907560492,5.252119615,9.4526971475
"8",6.5,7.547108159,0.92805433962366,5.34680126,9.0190271825
"9",5,5.9187082199,1.09781096763322,3.5095410125,7.60720707
"10",1.9,1.7984454278,0.0395541481197247,1.722114305,1.879756815
"11",-0.5,-0.56639996235,0.0435050031690858,-0.65285640825,-0.48561868
"12",-1.4,-1.3929955236,0.0441879197282465,-1.4766829275,-1.3046861225
"13",0,0.04098596359,0.0307662041245309,-0.013028772725,0.110807481
"14",0,-4.341675298e-05,0.0281642268469215,-0.051516623625,0.0550946934499999
"15",224.510000000002,224.510000000002,224.510000000002,224.510000000002,224.510000000002
