"","Actual","mean","sd","2.5%","97.5%"
"1","1.5",0.239522328382,0.15259709128895,0.038315171925,0.615382856
"2","0.5",0.75667654886,0.0307288533571455,0.69090099775,0.813011312
"3","0.75",0.75706678792,0.0495350823454006,0.65442337375,0.84286319075
"4","0.85",0.89996165029,0.0158492522779877,0.86445342075,0.926447225
"5","0.95",1.3937953676,0.0380442144495127,1.3208787325,1.4731752375
"6","6-7-6.5-5",6.7613965322,0.0455308085337412,6.672354245,6.85437635
"7","1.9",1.799689677,0.0430525051436921,1.715019445,1.878856405
"8","-0.5",-0.56231302508,0.0448386684184757,-0.6496258155,-0.475245467
"9","-1.4",-1.3989185336,0.0467417249057473,-1.4935664175,-1.31149931
"10","0",0.040033681109143,0.0278382840645092,-0.016408269725,0.09405917305
"11","0",-0.0011808659072096,0.0289502198688318,-0.0552366255,0.05671160235
"12","12.3399999999965",12.3399999999965,12.3399999999965,12.3399999999965,12.3399999999965
