"","yhat_SN",""
"y_all[1]",-2.0286429275632,-3.47806598156569
"y_all[2]",0.91007709450038,1.2764125776245
"y_all[4]",5.10648216203,3.25622786569272
"y_all[5]",3.16010167525,4.04699192579296
"y_all[6]",-2.0454284513982,-3.70522623831526
"y_all[7]",-1.45108605546476,-4.0639592201393
"y_all[8]",1.4377213085436,2.48706822209914
"y_all[9]",-0.84929022140643,0.935509641288613
"y_all[10]",-2.373215002271,-1.41976275079393
"y_all[11]",3.611739587143,1.37244184996756
"y_all[12]",0.8238176911699,2.20697956326172
"y_all[13]",1.8595557032524,0.727721163662792
"y_all[14]",-6.5586563633,-6.82649971976335
"y_all[15]",2.238034439566,1.81344068451024
"y_all[17]",1.7003861361577,3.02653222609296
"y_all[18]",5.706439709,6.29749816562493
"y_all[19]",2.6869154744764,4.01049326904484
"y_all[21]",3.215105547647,3.67023264080726
"y_all[22]",-0.26842480548711,-0.57119089131248
"y_all[23]",-1.691452272482,-1.21953314202565
"y_all[24]",0.03586241413623,-0.291549326438639
"y_all[25]",1.9724965374821,3.29859253071803
"y_all[26]",2.1179188180411,0.954893375685181
"y_all[29]",1.838575242604,2.9827062681994
"y_all[31]",1.22471988218496,1.78748938130615
"y_all[33]",2.3951899094052,2.51607407270946
"y_all[35]",-2.4420495959507,-3.67923634966653
"y_all[36]",0.121264637526899,1.76147422331376
"y_all[37]",0.53759526822285,3.36955821582104
"y_all[38]",-0.2180529993232,-1.25491132152725
"y_all[39]",0.42995953289691,0.213650597806695
"y_all[40]",-0.5416449896488,-1.65076247221483
"y_all[41]",-0.51493082329143,1.0105920038131
"y_all[43]",0.4039733015253,-2.38574000584712
"y_all[44]",4.23809296402,2.91990395812431
"y_all[46]",-0.92565555043273,-2.84705558152231
"y_all[49]",-3.223036988749,-3.01459250729016
"y_all[50]",3.265433424752,2.53126437239172
"y_all[51]",2.990445655221,3.82143041950434
"y_all[52]",-3.740741956038,-3.08628969976142
"y_all[53]",-0.2019568352948,-1.2540246687158
"y_all[54]",-0.9987803466413,-0.0254735777602091
"y_all[56]",3.328448319714,4.16972117943112
"y_all[59]",2.3015585636607,3.0358187922529
"y_all[60]",-0.07971577953206,1.13941065750559
"y_all[61]",4.297869907322,4.41675650293059
"y_all[62]",2.285371595112,4.55330859245314
"y_all[63]",-0.7445047501662,-0.785803829643654
"y_all[64]",1.7688608968708,2.22624618271749
"y_all[65]",-0.631033329713,-1.57685446542463
"y_all[66]",0.4820194377988,0.932205708392472
"y_all[67]",-3.837136433659,-4.31355177932223
"y_all[68]",1.0966184968001,1.23551239002914
"y_all[69]",-3.231991586884,-3.15861825271912
"y_all[70]",3.29650611094,2.35248402077283
"y_all[72]",1.81772698511861,2.10775717327603
"y_all[73]",-0.69747273050646,-0.403255359055356
"y_all[74]",-1.3748054913171,-2.3529840710594
"y_all[75]",-1.7648257292464,-0.113693585105681
"y_all[76]",1.3099843837507,1.19130167507367
"y_all[77]",-0.7094703049117,-4.48571265012442
"y_all[78]",-2.4597051042591,-2.07199653888042
