"","Actual","mean","sd","2.5%","97.5%"
"1",0.5,0.60517291473,0.0471847395936542,0.51713103425,0.690534305
"2",0.75,0.77592152433,0.0236949620160888,0.7287206685,0.818917701
"3",0.85,0.83238744042,0.020605380547633,0.7861038715,0.86827728725
"4",0.95,0.89316518087,0.0100816679454559,0.87278401175,0.911770049
"5",1.5,1.4779089107,0.0220067613516929,1.4356913825,1.522995295
"6",1.9,1.8844350421,0.0276868925067892,1.830357305,1.9407490025
"7",-0.5,-0.53148505427,0.0284611683122142,-0.5872682255,-0.47759148075
"8",-1.4,-1.3834407967,0.0300737376856736,-1.4443723675,-1.3229876925
"9",0,-0.013194092632522,0.023044443542004,-0.060868085125,0.03077387365
"10",0,0.04178510146988,0.0224128346378409,0.00025820079525,0.08532920025
"11",29.4599999999999,29.4599999999999,29.4599999999999,29.4599999999999,29.4599999999999
