"","yhat_HMC",""
"y_all[373]",7.8785107759,6.53907655516763
"y_all[374]",6.9988045015,9.62353562147724
"y_all[375]",2.989563232012,0.927379128765116
"y_all[376]",10.2019598509,7.55754318664421
"y_all[378]",7.9488791999,7.68487113199214
"y_all[379]",7.1149165189,4.89426335851085
"y_all[381]",7.7264915524,5.88193069314117
"y_all[382]",8.6102491394,7.13783925694441
"y_all[383]",2.7115590389329,2.11800958228327
"y_all[384]",7.4631567955,5.35169463044853
"y_all[385]",7.9960763958,6.60532926147522
"y_all[386]",5.4695184786,5.30212456513358
"y_all[388]",5.19117617421,7.11319903124093
"y_all[389]",1.3817065761013,0.400386168045196
"y_all[390]",5.16407712997,3.98750675407262
"y_all[391]",10.079748084,9.40700721461211
"y_all[393]",7.2918720037,8.07260368504702
"y_all[394]",8.393810854,7.27041861819998
"y_all[395]",5.1810923246,6.30641574187175
"y_all[396]",3.7611041353214,4.09191890669468
"y_all[397]",12.2521504174,11.3714655219371
"y_all[398]",7.2409575034,7.24274666760186
"y_all[399]",8.5435217851,9.9927266240542
"y_all[400]",6.202704821,5.76634263679856
"y_all[401]",10.2457756969,12.9487080555475
"y_all[402]",10.4253296863,10.8614366558935
"y_all[403]",5.26257399273,5.76936964941281
"y_all[404]",4.303583173793,9.06140030862649
"y_all[405]",5.21251395923,4.62495661149222
"y_all[406]",7.4587803836,7.29894764904867
"y_all[407]",7.589003434,7.42772877304388
"y_all[408]",5.05865267534,3.38173996935418
"y_all[409]",10.169039993,11.2978653530503
"y_all[410]",9.0895912941,10.0402848257882
"y_all[411]",4.54439329929,5.38380745480953
"y_all[412]",7.3771124077,8.51021267438133
"y_all[413]",9.6923753724,9.50023053979269
"y_all[414]",5.9251938699,5.08368126056686
"y_all[415]",6.700391423,6.61216622852384
"y_all[416]",5.9246723457,5.03271895270949
"y_all[417]",8.7759193138,9.47909738006364
"y_all[418]",4.43685670073,1.94182127514873
"y_all[419]",2.797105410499,3.51661674018146
"y_all[420]",10.6820725313,10.7495644582995
"y_all[421]",9.7532545865,8.45496452956774
"y_all[422]",5.09805272178,4.57803646290731
"y_all[423]",7.0376449268,5.33526391465903
"y_all[424]",1.0723202768251,0.252671808564759
"y_all[425]",7.4616844387,8.02627072856674
"y_all[426]",8.5800174231,11.0607962421949
"y_all[427]",7.3733094187,6.26153053457948
"y_all[428]",6.2365138863,5.69796830761718
"y_all[429]",5.56305325873,4.95564331609388
"y_all[430]",5.558197504,4.70307620911511
"y_all[431]",3.74642691144,5.43544600378127
"y_all[432]",7.472539048,9.41684591410368
"y_all[433]",4.16049271472,3.27096320217094
"y_all[434]",6.094742269,2.44107261300605
"y_all[435]",8.5387825863,6.78985147703779
"y_all[436]",6.1154550627,5.77698583083781
"y_all[437]",6.1939138181,5.3316531556443
"y_all[438]",5.5067457979,4.89243469268708
"y_all[439]",4.91641104142,5.57838558394401
"y_all[440]",7.2118253909,8.53215779301939
"y_all[441]",6.00250117396,5.57542850464697
"y_all[442]",8.8892474534,6.87184074460801
"y_all[443]",5.6492538397,6.14752871006779
"y_all[444]",7.5128903556,8.94307118235407
"y_all[445]",7.3587224174,8.5778228113728
"y_all[446]",1.8302299451797,1.2491588914819
"y_all[447]",3.52814531464,3.82219333824437
"y_all[448]",5.09004170314,4.72329597209991
"y_all[449]",7.269464639,6.93618304648144
"y_all[450]",1.9862005594554,1.67551876040235
"y_all[451]",9.6812340791,10.2641364725286
"y_all[452]",6.2613902031,6.53208798752903
"y_all[453]",9.5125786224,9.21442748801434
"y_all[454]",5.026950327,5.60643099291917
"y_all[455]",4.412653629768,3.31181739205058
"y_all[456]",3.81061853313,3.30277625748243
"y_all[457]",9.3588120178,10.5625943642143
"y_all[458]",2.3457550747343,3.51794642630264
"y_all[459]",5.19145933238,6.22476342459116
"y_all[460]",7.1328713696,8.76237753574947
"y_all[461]",4.97802746086,5.3524103365003
"y_all[462]",11.6226684869,12.201327609772
"y_all[463]",11.1022340397,12.9745180309191
"y_all[464]",7.1911964942,10.5469794127866
"y_all[465]",9.128905582,10.7866113500483
"y_all[466]",8.7954729265,9.57066580841539
"y_all[467]",6.9410539535,5.89040862337253
"y_all[468]",7.6961092814,7.96839061018985
"y_all[469]",11.7666312375,12.2899599560569
"y_all[470]",9.2375355691,7.2255983256715
"y_all[471]",5.215882151,7.10858574597826
"y_all[472]",6.1221761348,5.81429036012483
"y_all[473]",4.265638472323,3.19236411158666
"y_all[474]",10.2146711317,10.0416002140269
"y_all[475]",10.6595552378,11.6001003847174
"y_all[476]",4.57502456694,2.62074642217947
"y_all[477]",7.4298224676,7.49331970271138
"y_all[478]",7.899729074,6.53635874390631
"y_all[479]",9.6848817726,8.87162280534499
"y_all[480]",5.83047557145,7.37317722708334
"y_all[482]",4.354884707566,6.07323928673707
"y_all[483]",5.9409538982,4.56923728386688
"y_all[484]",3.931026266459,4.20470951551064
"y_all[485]",11.7392928608,11.5282527673164
"y_all[486]",10.3605413392,10.9217958261868
"y_all[487]",8.6155857946,8.56835430969177
"y_all[488]",4.24320817652,3.43644866894764
"y_all[489]",1.4669972329041,1.60950942193714
"y_all[490]",6.5171552163,4.63781610077712
"y_all[491]",2.1631003676502,5.29339853324002
"y_all[492]",7.4538302948,10.4419960289015
"y_all[493]",6.0207149625,6.22639346398489
"y_all[494]",9.75304548,11.3349856639469
"y_all[495]",11.2542975047,10.0840238338218
"y_all[497]",5.2570117219,5.07718018900449
"y_all[498]",5.4630255285,6.28307992100216
"y_all[499]",6.4314846495,8.9865594996802
"y_all[500]",4.77176523537,5.34750182980113
"y_all[501]",6.53780855985,7.57366359851691
"y_all[502]",6.6793640779,7.8298947953798
"y_all[503]",4.52744153218,2.98973057352566
"y_all[504]",7.1885603004,5.90209986838819
"y_all[506]",9.9764679905,9.32186310947788
"y_all[507]",3.44957701017,4.77524644790615
"y_all[508]",6.439419037,6.34306372185066
"y_all[509]",10.5743584942,12.2000115328543
"y_all[510]",5.124121761212,4.06024663521806
"y_all[511]",2.3042691708335,1.29697915981688
"y_all[512]",2.813667249591,2.5482623737466
"y_all[513]",5.8346609862,7.08155430195908
"y_all[514]",7.7402895429,7.2082990995373
"y_all[515]",3.32523717295,1.78970543982221
"y_all[516]",8.4202381855,7.62346375147531
"y_all[517]",4.71266376897,5.14460344606449
"y_all[518]",9.9553599032,8.41802410107592
"y_all[519]",5.37299122221,4.60353593805531
"y_all[520]",7.9700277202,7.45097505330086
"y_all[521]",6.8126876207,6.70006965153099
"y_all[522]",8.9875952008,8.31377061066518
"y_all[523]",4.99447559414,7.57048735742779
"y_all[524]",9.4479053066,10.4253938212171
"y_all[525]",5.11797003715,5.31503707580484
"y_all[526]",4.56942783361,3.7610914079559
"y_all[528]",7.5316972644,9.52483734845686
"y_all[529]",9.4606571644,8.80261674256828
"y_all[530]",6.9084636083,9.5396581358527
"y_all[531]",4.81541769189,3.72597726176358
"y_all[532]",7.4127436565,6.87819270190084
"y_all[533]",5.2146390504,4.56762539412145
"y_all[534]",4.218841155789,4.16364796114103
"y_all[535]",9.0962336212,7.55677571249408
"y_all[536]",3.80024081766,2.42152730068028
"y_all[537]",4.992766152772,4.85744701460346
"y_all[538]",7.7402836977,8.56074485930287
"y_all[540]",2.5686764541981,2.77252144717288
"y_all[541]",5.14751473889,5.58777380804631
"y_all[543]",9.307567572,8.36065032357118
"y_all[545]",9.7054622482,8.65551101361738
"y_all[546]",6.5223969327,7.10926087073861
"y_all[547]",6.3755010353,6.28364212238446
"y_all[548]",8.0984444423,9.76702334726285
"y_all[549]",2.155758153555,1.57245583195391
"y_all[550]",5.2866159913,5.12340500325387
"y_all[553]",4.42922984246,3.69467535029047
"y_all[554]",5.519423355,4.83128998955427
"y_all[555]",9.0602633639,7.10312180197087
"y_all[556]",4.677819819161,4.36031292790853
"y_all[557]",7.7631094207,8.88330733201047
"y_all[558]",6.1839884605,6.57532741680539
"y_all[559]",4.73197977837,4.05224815414893
"y_all[560]",5.01461473921,5.73764311384596
"y_all[561]",5.31738567516,5.10979790567465
"y_all[562]",6.14993561528,6.26191127563251
"y_all[563]",9.1664942316,8.90599431954854
"y_all[564]",5.56707377166,4.82280210847342
"y_all[565]",6.3551066525,7.26558981486324
"y_all[566]",8.4335437191,8.97400497984322
"y_all[567]",5.9970190693,6.41101736777734
"y_all[568]",6.2786281303,7.02880642744267
"y_all[569]",6.31210462772,7.13488118337223
"y_all[570]",9.0029856369,9.43592877205262
"y_all[571]",4.65040366764,5.62745894395988
"y_all[572]",9.1248160927,10.3859100956228
"y_all[573]",6.9848667022,8.08678389978384
"y_all[574]",5.82444933757,4.42356055633373
"y_all[575]",9.1737724234,7.97744581963224
"y_all[576]",7.0478467861,7.09805713344173
"y_all[578]",7.0754987535,5.55650609346435
"y_all[579]",4.7390735973,3.84177783414572
"y_all[580]",4.06180604648,4.83336715863501
"y_all[581]",3.0042492392576,0.686026605333629
"y_all[582]",9.2707857223,11.7285496241926
"y_all[584]",9.6301169414,10.7982022445621
"y_all[585]",8.6106359933,6.88315063449096
"y_all[586]",7.5074835795,7.48518409605783
"y_all[587]",8.6030612954,8.90886665507771
"y_all[588]",8.0073984827,9.23466494494163
"y_all[589]",9.6986313693,9.82717750427799
"y_all[590]",6.7551490147,5.8832133046029
"y_all[591]",3.55083005581,2.75820545971506
"y_all[592]",6.5773067998,7.38537489282266
"y_all[594]",5.41412972054,6.22628353678492
"y_all[595]",3.7886654128524,4.45342614756642
"y_all[596]",9.0971810412,9.4882178713958
"y_all[597]",3.3702344260659,1.78053986275073
"y_all[598]",8.231306692,7.87444843325853
"y_all[599]",7.0802110629,6.25643202624359
"y_all[600]",7.0956195847,5.85625479656443
"y_all[601]",4.44713270406,3.24918436538285
"y_all[602]",10.5341399314,9.00393315894639
"y_all[603]",8.7204337398,9.83564887681436
"y_all[604]",4.78530992054,4.02590676079662
"y_all[605]",5.45759811287,4.78775362914133
"y_all[606]",6.4546700583,7.0727330372987
"y_all[607]",4.59544727613,5.66269287411772
"y_all[608]",6.3903790718,5.29292437037394
"y_all[609]",9.690728341,12.3332338180315
"y_all[610]",8.144311163,8.11383638012986
"y_all[611]",7.3024521985,8.40440863252039
"y_all[612]",6.2021177646,5.48923246564126
"y_all[613]",4.77244853321,5.53358800279091
"y_all[614]",5.5536819826,6.2356768376743
"y_all[616]",7.9421413265,7.31289754412589
"y_all[617]",7.3962558979,7.71923655198866
"y_all[618]",4.0324638575,3.87120066954712
"y_all[619]",6.7787358444,6.14551593546314
"y_all[620]",5.9519149185,7.63697248872412
"y_all[621]",6.8112137707,5.62197003085583
"y_all[622]",3.941637003183,1.26820909335843
"y_all[623]",8.7266036728,7.67992171821501
"y_all[624]",8.4621050748,6.64090059864356
"y_all[625]",7.4363706216,4.90903524951752
"y_all[626]",5.0347253859,5.09290292957269
"y_all[627]",10.5384441038,10.635773385436
"y_all[628]",8.2251750225,7.1894963106019
"y_all[629]",7.5078060652,7.22279076279734
"y_all[630]",9.5675659486,7.85383340817725
"y_all[631]",7.1158117459,10.1341954388805
"y_all[632]",9.8392796646,10.0449504656656
"y_all[633]",4.78585174404,3.69277166105899
"y_all[634]",6.8808662315,7.64428575484347
"y_all[635]",2.3438211823243,3.28350370388769
"y_all[636]",7.7765870589,9.05989168510454
"y_all[637]",9.5172597863,7.35195473320421
"y_all[638]",7.6959470736,8.35250361454099
"y_all[639]",6.4576770888,7.16199183278466
"y_all[640]",8.3196580324,6.48962830491477
"y_all[641]",3.47153718757,4.16301185566993
"y_all[642]",5.18477174632,8.71409527851349
"y_all[643]",5.7844794292,4.41333935270621
"y_all[644]",5.78080576374,6.34052776729105
"y_all[645]",5.76510302243,1.92976604013549
"y_all[646]",5.08121737063,4.82189169992659
"y_all[647]",6.0882383548,5.38345042466556
"y_all[648]",1.676696458522,4.12754082234977
"y_all[649]",6.9809435149,6.95396006047154
"y_all[650]",6.5512763743,5.76126854094043
"y_all[651]",3.322665995959,5.19810729684603
"y_all[652]",4.436005149901,5.47270905262069
"y_all[654]",3.000984633807,5.54893558832477
"y_all[655]",6.6511098362,6.99727739777406
"y_all[656]",5.11382120481,5.7393468267819
"y_all[657]",6.256842581,6.27186317228424
"y_all[658]",6.5230833861,7.15315268589043
