"","yhat_SN",""
"y_all[1]",-1.964163033779,-3.47806598156569
"y_all[2]",0.91274498159552,1.2764125776245
"y_all[4]",5.02871334563,3.25622786569272
"y_all[5]",3.1159173143324,4.04699192579296
"y_all[6]",-2.0450837069401,-3.70522623831526
"y_all[7]",-1.41969639370342,-4.0639592201393
"y_all[8]",1.466338957873,2.48706822209914
"y_all[9]",-0.8034425533641,0.935509641288613
"y_all[10]",-2.32369720079311,-1.41976275079393
"y_all[11]",3.549044104656,1.37244184996756
"y_all[12]",0.8788850571927,2.20697956326172
"y_all[13]",1.7384755142358,0.727721163662792
"y_all[14]",-6.6296368582,-6.82649971976335
"y_all[15]",2.2877137926675,1.81344068451024
"y_all[17]",1.7036250692203,3.02653222609296
"y_all[18]",5.7863496998,6.29749816562493
"y_all[19]",2.676601485269,4.01049326904484
"y_all[21]",3.1567232714431,3.67023264080726
"y_all[22]",-0.1623413574589,-0.57119089131248
"y_all[23]",-1.692743576306,-1.21953314202565
"y_all[24]",0.07684118511939,-0.291549326438639
"y_all[25]",1.96522336653722,3.29859253071803
"y_all[26]",2.110283231779,0.954893375685181
"y_all[29]",1.823564659552,2.9827062681994
"y_all[31]",1.3359743362082,1.78748938130615
"y_all[33]",2.4683737343069,2.51607407270946
"y_all[35]",-2.2814834163785,-3.67923634966653
"y_all[36]",0.03401165803969,1.76147422331376
"y_all[37]",0.59248826230611,3.36955821582104
"y_all[38]",-0.14861904387382,-1.25491132152725
"y_all[39]",0.3380453175089,0.213650597806695
"y_all[40]",-0.57701898706502,-1.65076247221483
"y_all[41]",-0.49590397509491,1.0105920038131
"y_all[43]",0.33446923388808,-2.38574000584712
"y_all[44]",4.223857258992,2.91990395812431
"y_all[46]",-0.865160934969,-2.84705558152231
"y_all[49]",-3.1869129618132,-3.01459250729016
"y_all[50]",3.247974739694,2.53126437239172
"y_all[51]",2.9594775426804,3.82143041950434
"y_all[52]",-3.6514378702009,-3.08628969976142
"y_all[53]",-0.10627725293584,-1.2540246687158
"y_all[54]",-1.024284386019,-0.0254735777602091
"y_all[56]",3.3503720097093,4.16972117943112
"y_all[59]",2.3402206734358,3.0358187922529
"y_all[60]",-0.00590997515256,1.13941065750559
"y_all[61]",4.41234773365,4.41675650293059
"y_all[62]",2.235728366937,4.55330859245314
"y_all[63]",-0.699132390081,-0.785803829643654
"y_all[64]",1.67861191209201,2.22624618271749
"y_all[65]",-0.6085796533739,-1.57685446542463
"y_all[66]",0.475992093359286,0.932205708392472
"y_all[67]",-3.774434703379,-4.31355177932223
"y_all[68]",1.09438647395428,1.23551239002914
"y_all[69]",-3.2640070166299,-3.15861825271912
"y_all[70]",3.160300625636,2.35248402077283
"y_all[72]",1.868365525852,2.10775717327603
"y_all[73]",-0.6736201039146,-0.403255359055356
"y_all[74]",-1.30562503035303,-2.3529840710594
"y_all[75]",-1.8473798772879,-0.113693585105681
"y_all[76]",1.3125746581143,1.19130167507367
"y_all[77]",-0.67187124897835,-4.48571265012442
"y_all[78]",-2.4779696145703,-2.07199653888042
"y_all[79]",-1.85506816961013,-1.26927906248669
"y_all[81]",0.8300199629385,1.87301967105115
"y_all[83]",5.4185160069,4.43065848606219
"y_all[84]",-2.5566942873445,-1.19538722043872
"y_all[86]",-1.17098190483147,-1.26884755114085
"y_all[88]",-1.6822241206588,-2.54268914693241
"y_all[89]",-0.1278463211041,2.28718350660448
"y_all[90]",1.3560748011176,4.66972144826204
"y_all[91]",1.5636327089582,0.577149613350751
"y_all[92]",3.655502588416,4.86059017450944
"y_all[93]",0.35923126114902,-0.14004777728292
"y_all[94]",0.30052300901196,0.958285033278801
"y_all[95]",3.480118943527,3.57503710390857
"y_all[96]",6.0025437093,6.361248141095
"y_all[99]",1.26254830103799,-0.100213662164897
"y_all[100]",0.3464904083571,-0.270158529472337
"y_all[103]",-1.939109569154,0.918452153731335
"y_all[104]",0.9381466520581,2.11341447450096
"y_all[105]",-0.4873523987045,-0.683556798282472
"y_all[106]",1.8535206380224,-0.533530759605203
"y_all[107]",1.7892079459943,2.65090460146437
"y_all[108]",3.827229438123,5.30520312652181
"y_all[109]",2.3434891663289,3.04019598347895
"y_all[110]",2.24361885892475,1.49115113277688
"y_all[111]",-2.0194889871023,-4.1002958007329
"y_all[114]",-1.439999692719,-1.69074035541409
"y_all[116]",-2.6822987232267,-3.17106838583569
"y_all[117]",2.140015891042,4.17786656409931
"y_all[118]",-0.5916112619135,0.151477732182637
"y_all[119]",2.00641325621215,1.58056098776056
"y_all[121]",-0.2852906660068,-0.921445926821388
"y_all[122]",3.605132226606,3.77197339957308
"y_all[123]",0.44621164043344,-0.354262451871847
"y_all[125]",0.45116391628962,-3.20966018182936
"y_all[126]",2.893368335909,1.11593517066145
"y_all[127]",1.0705013965426,0.864535908418701
"y_all[128]",-0.7822961731779,-0.862554546558755
"y_all[130]",-0.2851284041753,-2.60914224262121
"y_all[131]",-0.90204231375313,-1.05017431442835
"y_all[132]",-1.8320732662441,-1.65630506424998
"y_all[134]",-1.13482980559184,0.240515278833075
"y_all[135]",1.0291547178521,-0.203459293788651
"y_all[136]",-4.70332160225,-4.94037002946212
"y_all[137]",1.3101079674526,3.3970078033409
"y_all[138]",1.67610302993383,0.891583655630348
"y_all[140]",1.8055493921475,3.03922144142803
"y_all[141]",-6.3574824732,-5.30335844918165
"y_all[142]",1.055261011406,0.325139337946579
"y_all[143]",1.22956063079663,1.40008936289934
"y_all[144]",1.64195668123748,0.385983741073199
"y_all[145]",-3.225776320338,-3.6193834223954
"y_all[146]",-0.9743114846682,0.669490958361561
"y_all[148]",0.9155329762996,1.56607933994314
"y_all[149]",-5.39299015666,-6.68941078639049
"y_all[151]",2.905449136728,1.48050589498572
"y_all[152]",0.71355260159364,-0.788673347366424
"y_all[154]",0.4855656102981,1.06405728608916
"y_all[157]",4.87603533217,6.53284968992092
"y_all[160]",4.74218571925,3.08827055839029
"y_all[161]",-0.02496847722078,-0.409908454619557
"y_all[163]",2.294468768684,2.77804159632731
"y_all[164]",4.99249963419,2.23583565562495
"y_all[167]",-1.6179676671846,-2.89727797799022
"y_all[168]",-3.009141349048,-2.260432372285
"y_all[170]",-1.1774756564538,-0.459810054978679
"y_all[171]",5.3761618349,4.89012430628505
"y_all[173]",0.0127169975595,-1.37352587006313
"y_all[174]",2.313938068845,2.92077866505995
"y_all[177]",3.709511049685,4.01512083536725
"y_all[178]",5.9287079571,5.63694168768527
"y_all[179]",1.7274674849784,0.813812456706224
"y_all[181]",-1.5110899926663,-2.49435255218401
"y_all[182]",2.226152852204,4.25394454517694
"y_all[184]",-4.43616356658,-4.36512654355113
