"","Actual","mean","sd","2.5%","97.5%"
"1","0.5",0.146262324594,0.0743938015167071,0.04480146505,0.34016369175
"2","0.75",0.0704517098478,0.0608677456770489,0.008332773005,0.23459863625
"3","0.85",0.1082030799107,0.0982803333658409,0.01140078595,0.3856191905
"4","0.95",0.0845077892843,0.0759764781890357,0.01015684945,0.2993805205
"5","0.6-0.7-0.6-0.5",2.2296403313,0.026754645051135,2.1790524775,2.280387595
"6","1.9",3.4104693345,0.0265455235725578,3.3582961,3.4631347225
"7","-0.5",-0.8588349483,0.0266307095424625,-0.90993495675,-0.8069382595
"8","-1.4",-2.531595136,0.027418073584754,-2.5835542725,-2.4793551375
"9","0",-0.00530268785465287,0.0204859923834701,-0.044455052675,0.0355702128
"10","0",0.00885097456629,0.0214971436301511,-0.03236073715,0.0527514788
"11","70.8700000000008",70.8700000000008,70.8700000000008,70.8700000000008,70.8700000000008
