"","Actual","mean","sd","2.5%","97.5%"
"1",0.5,0.22355447098,0.0449121177197279,0.1438919285,0.31802425675
"2",0.75,0.27759451844,0.0276158258000499,0.22721354375,0.335203428
"3",0.85,0.245687618407,0.060074868694583,0.13866972525,0.37171112525
"4",0.95,0.3245951862,0.0326045389099501,0.26266111175,0.39045945825
"5",1.9,1.941024939,0.0255750783189072,1.8902623925,1.9914379325
"6",-0.5,-0.47795963661,0.0268433857600069,-0.53362396025,-0.42314367225
"7",-1.4,-1.4683067329,0.0257721756521407,-1.5157523075,-1.4198384875
"8",0,-0.00510445285823,0.0212322802668999,-0.04660820495,0.036270072525
"9",0,0.018024905405449,0.0209084657471382,-0.02085893635,0.06088338705
"10",35.869999999999,35.869999999999,35.869999999999,35.869999999999,35.869999999999
