"","Actual","mean","sd","2.5%","97.5%"
"1","0.5",0.0950925671641,0.0744223214904553,0.014985297875,0.3103783295
"2","0.75",0.0662196662026,0.0592491891581988,0.0072911760175,0.2270295125
"3","0.85",0.0982588606653,0.0921296556764074,0.009946048055,0.3599455205
"4","0.95",0.0868334570806,0.0764429950305414,0.010879950775,0.302212476
"5","0.6-0.7-0.6-0.5",1.2584987229,0.0268329154791274,1.2077628625,1.30939447
"6","1.9",1.8972246755,0.0267937347530128,1.844563555,1.9503825225
"7","-0.5",-0.49856806249,0.0263431559163772,-0.54911630275,-0.4472317505
"8","-1.4",-1.4131640742,0.0272899607986425,-1.46488043,-1.3611681525
"9","0",-0.004736743662078,0.0205067549792508,-0.0439287894,0.03617758205
"10","0",0.0077025043123316,0.0215721967222982,-0.033653090175,0.051756278525
"11","35.4099999999999",35.4099999999999,35.4099999999999,35.4099999999999,35.4099999999999
