"","Actual","mean","sd","2.5%","97.5%"
"1",0.5,0.3178300504,0.0241412576144622,0.271255733,0.3654374835
"2",0.75,0.39107961255,0.0165415197920331,0.3598076815,0.424542585
"3",0.85,0.45573311781,0.0243537596845794,0.40620965925,0.50197341175
"4",0.95,0.4564085232,0.020574347426799,0.41595883325,0.496693859
"5",1.9,4.0450826305,0.0246871464009675,3.9960825,4.093745305
"6",-0.5,-0.97891876233,0.0254651116552426,-1.031725045,-0.92691732425
"7",-1.4,-3.0917474817,0.0243121505483851,-3.1365051675,-3.046024945
"8",0,0.007519235406122,0.0194343833393775,-0.030470082025,0.045390267675
"9",0,0.00868403554832,0.0211396907319118,-0.03062981995,0.052016484925
"10",92.0100000000002,92.0100000000002,92.0100000000002,92.0100000000002,92.0100000000002
