"","Actual","mean","sd","2.5%","97.5%"
"1","0.5",0.099477859631,0.0483858747753983,0.033714326175,0.22664145825
"2","0.75",0.084267863544,0.0373876873124666,0.03016113285,0.1734058345
"3","0.85",0.105479146311,0.0589341973713269,0.029758946325,0.256793931
"4","0.95",0.093383392669,0.0468331258793842,0.03061710095,0.21260255
"5","0.6-0.7-0.6-0.5",0.57924958749,0.0579935104264261,0.46959512975,0.689249648
"6","1.9",0.82259605987,0.0603373563970784,0.70400744275,0.94230321025
"7","-0.5",-0.219316252141,0.0539409011267911,-0.322820088,-0.11419874075
"8","-1.4",-0.62551839122,0.0568153994707291,-0.7331875755,-0.51726731675
"9","0",-0.002667099435794,0.0450053282655867,-0.088680264725,0.08712588085
"10","0",0.0240919684877132,0.0487445626211532,-0.06935518375,0.123635936
"11","36.8000000000011",36.8000000000011,36.8000000000011,36.8000000000011,36.8000000000011
