"","Actual","mean","sd","2.5%","97.5%"
"1",0.5,0.0710559657472,0.0639743252852403,0.0085332865725,0.24825190575
"2",0.75,0.0638345567029,0.0579665122342858,0.0067340841725,0.21355606125
"3",0.85,0.0985766975454,0.0891122545182516,0.012704580925,0.34428678525
"4",0.95,0.08227235513976,0.0772054026734643,0.0098635731275,0.3013746805
"5",0.6,2.4240449377,0.0526795312144178,2.31891424,2.5269463475
"6",0.7,3.2969805462,0.0460836498179301,3.2104016875,3.3907524975
"7",0.6,3.3863893843,0.0645185031331997,3.267722965,3.511160125
"8",0.5,3.2336741271,0.055062263194095,3.1165641275,3.3402944625
"9",1.9,4.7033051145,0.0284135994105355,4.646235705,4.7575736125
"10",-0.5,-1.1494158876,0.0254095546113503,-1.19990238,-1.1009245
"11",-1.4,-3.5568472951,0.0268922929189548,-3.609364115,-3.5021581575
"12",0,-0.009782108538638,0.0212737114009625,-0.050276744675,0.031316528775
"13",0,0.017494790948195,0.0204988830976931,-0.021821353275,0.055895948825
"14",102.17,102.17,102.17,102.17,102.17
