"","Actual","mean","sd","2.5%","97.5%"
"1",0.5,0.29827537528,0.0286983853198136,0.243552661,0.35542349925
"2",0.75,0.3624350633,0.0187124245310135,0.32725025275,0.40047491825
"3",0.85,0.41949937917,0.0312510519426415,0.3565627425,0.4793204115
"4",0.95,0.41790305127,0.0239082716208174,0.371212387,0.46501205025
"5",1.9,3.2696920177,0.0251523856342883,3.219768495,3.31927182
"6",-0.5,-0.80008892005,0.0262716031834785,-0.85456755325,-0.74644057175
"7",-1.4,-2.4971628321,0.0252223790444387,-2.543596195,-2.4497285
"8",0,-0.0026372171444944,0.0210182910655316,-0.04372267395,0.038320315175
"9",0,0.01450199685458,0.0206700288373093,-0.023938419825,0.056871726775
"10",93.2299999999996,93.2299999999996,93.2299999999996,93.2299999999996,93.2299999999996
