"","Actual","mean","sd","2.5%","97.5%"
"1",0.5,0.186979631939,0.0683365707449807,0.082359497025,0.3419563905
"2",0.75,0.230025101789,0.0820126525298924,0.0941368114,0.40629064075
"3",0.85,0.298908980124,0.105302046049079,0.1310981645,0.5355007975
"4",0.95,0.287384835459,0.102696554798523,0.124961922,0.519951965
"5",0.6,0.5336490039464,0.26469413244364,0.00540831779750001,1.0506887
"6",0.7,0.36597101578692,0.296481049592442,-0.191037702,0.96925674325
"7",0.6,-0.22059378158313,0.435406541039138,-1.0214205975,0.621428295
"8",0.5,0.14784579687956,0.371234896651527,-0.64172077775,0.86668984425
"9",1.9,0.99469090868,0.249137479348008,0.4942921795,1.4705304425
"10",-0.5,-0.23154300034204,0.207320652684807,-0.6434703455,0.16410577325
"11",-1.4,-0.803081013439,0.223156321666677,-1.2388731825,-0.34926236075
"12",0,-0.002792106544981,0.203990110994704,-0.39108849975,0.39129595275
"13",0,0.064118611358285,0.211003485061198,-0.3405787225,0.45939761425
"14",39.9399999999987,39.9399999999987,39.9399999999987,39.9399999999987,39.9399999999987
