"","Actual","mean","sd","2.5%","97.5%"
"1","0.5",0.1761656477879,0.137991236537766,0.0225653788,0.56126367075
"2","0.75",0.1604953811874,0.125431974328389,0.02199684805,0.48180993075
"3","0.85",0.47196509311,0.123895556845396,0.23293158825,0.7001728795
"4","0.95",0.2096088195014,0.157310463300249,0.02559722345,0.60188726025
"5","1.2",1.4775206098,0.0763874115904163,1.3281552775,1.6359097225
"6","0.6|0.7|0.6|0.5",1.6818675507,0.0568403670743625,1.568469805,1.78937719
"7","1.9",3.1682577834,0.0566906766638539,3.050034615,3.2785038275
"8","-0.5",-0.66295720541,0.0603184400525408,-0.78568399,-0.5466570005
"9","-1.4",-2.2941999515,0.0562723370322747,-2.405876745,-2.1872633775
"10","0",-0.003087779742519,0.0305910496385375,-0.0673404273,0.05452148515
"11","0",0.021736813166001,0.0309736607334182,-0.035275018875,0.08175503015
"12","13.6399999999994",13.6399999999994,13.6399999999994,13.6399999999994,13.6399999999994
