"","Actual","mean","sd","2.5%","97.5%"
"1",0.5,0.55946362257,0.214831268037516,0.093459140675,0.8854664235
"2",0.75,0.5041483132161,0.234772582022661,0.05880974935,0.88946976675
"3",0.85,0.89903792326,0.123800987556402,0.487729779,0.98906938175
"4",0.95,0.733297608177,0.173295141001182,0.3066816145,0.9488312155
"5",1.2,1.01103767967,0.156515118625855,0.70644904375,1.3172312175
"6",1.9,2.0709003002,0.286359606977498,1.4855928925,2.6285774525
"7",-0.5,-0.48653748314,0.11152333404115,-0.7217845765,-0.281509997
"8",-1.4,-1.61865457957,0.218253602054904,-2.0502392375,-1.12160668
"9",0,0.052662638820776,0.0815771344222762,-0.03699942835,0.29273420125
"10",0,0.010644520594587,0.0405936298548831,-0.057820316575,0.08387748435
"11",29.510000000002,29.510000000002,29.510000000002,29.510000000002,29.510000000002
