"","Actual","mean","sd","2.5%","97.5%"
"1",0.5,0.2997693448828,0.190336792759806,0.0169161275,0.67401114375
"2",0.75,0.5601517799988,0.220603772997088,0.04603178465,0.83027792125
"3",0.85,0.796113833395,0.130350172942361,0.40699761,0.9145794735
"4",0.95,0.87677757719,0.0399210406396591,0.7790720995,0.9305983825
"5",1.2,1.35689778,0.100488563441127,1.17454808,1.5611543
"6",0.6,1.241830985146,0.232595701891577,0.66649169475,1.6603059
"7",0.7,1.4662122377669,0.468859888247456,0.18530751825,2.09570335
"8",0.6,1.315316100514,0.744030860756885,-0.32787247075,2.28102049
"9",0.5,1.3423061593493,0.777716642243516,-0.6031370315,2.359793095
"10",1.9,2.1202308835,0.13973915853677,1.86456678,2.39295391
"11",-0.5,-0.54820241088,0.0496467674548175,-0.65262104525,-0.45492886475
"12",-1.4,-1.5538337652,0.107922955861177,-1.7830651,-1.3441488375
"13",0,-0.004924635825341,0.0246500318303593,-0.053174545875,0.04146002045
"14",0,0.010774680938506,0.0238023740005625,-0.0354104615,0.059291815375
"15",483.309999999998,483.309999999998,483.309999999998,483.309999999998,483.309999999998
