"","Actual","mean","sd","2.5%","97.5%"
"1","0.5",0.3510117414508,0.222364774385452,0.014919373675,0.791922521
"2","0.75",0.508864816027,0.242172093768854,0.041185549975,0.8702311225
"3","0.85",0.7432915281045,0.184165856093876,0.17342862075,0.93178416125
"4","0.95",0.85737536608,0.0743956518507694,0.6849820045,0.94578208625
"5","1.2",1.36865626351,0.139598101267589,1.0422003225,1.6022248475
"6","0.6|0.7|0.6|0.5",1.43580948833,0.177121343451545,1.0991721825,1.7827967675
"7","1.9",2.1457362157,0.207217958678463,1.62653556,2.457091225
"8","-0.5",-0.5535167609,0.0629322303798892,-0.6655760015,-0.41928756325
"9","-1.4",-1.5700014973,0.156697862866851,-1.8108051875,-1.190797615
"10","0",-0.0027630882067564,0.0255574313431283,-0.053242176625,0.04421200305
"11","0",0.011624384912549,0.0248488244162031,-0.034559049625,0.061168253
"12","150.439999999999",150.439999999999,150.439999999999,150.439999999999,150.439999999999
