"","Actual","mean","sd","2.5%","97.5%"
"1","0.5",0.140276521524,0.0729978700437177,0.0452125463,0.3220077815
"2","0.75",0.0977176147603,0.0669720315247262,0.020628306425,0.27383165525
"3","0.85",0.1110447314902,0.100361027605313,0.01172471135,0.38256257425
"4","0.95",0.0927436470107,0.0852727933263497,0.010760373075,0.328596246
"5","1.2",1.6375845092,0.0334364655106248,1.5768339675,1.701137025
"6","0.6|0.7|0.6|0.5",1.8392125806,0.0266660851682474,1.78521909,1.8925678325
"7","1.9",3.0972582367,0.0264644563101915,3.0475913075,3.150410775
"8","-0.5",-0.76660966871,0.0266225334835992,-0.82010204,-0.716706856
"9","-1.4",-2.2698746088,0.0273917532124648,-2.3234984875,-2.214226745
"10","0",0.00287610486832,0.0211134578541289,-0.037581271175,0.042346625475
"11","0",0.010841569469954,0.0208123857131144,-0.033637495825,0.051547892625
"12","52.3499999999985",52.3499999999985,52.3499999999985,52.3499999999985,52.3499999999985
