"","Actual","mean","sd","2.5%","97.5%"
"1",0.5,0.270037344072,0.14210552944886,0.05957478605,0.600985855
"2",0.75,0.1622901448423,0.124217869112801,0.023434175875,0.5036412795
"3",0.85,0.439708752697,0.135187989632276,0.1945617365,0.701382249
"4",0.95,0.4782017718,0.0834406983291992,0.319037027,0.64294240325
"5",1.2,1.01326182275,0.0816431526949416,0.866159271,1.19571051
"6",1.9,3.164554369,0.0563019387499817,3.052712865,3.27059243
"7",-0.5,-0.71173700967,0.0617504869196443,-0.839084127,-0.5949376675
"8",-1.4,-2.3805632176,0.0617628738165005,-2.5046496425,-2.2632666725
"9",0,0.012950639252599,0.0305487381486998,-0.044392134325,0.07871574225
"10",0,0.004375171757136,0.0277560406464915,-0.049298813275,0.060956171475
"11",16.4099999999999,16.4099999999999,16.4099999999999,16.4099999999999,16.4099999999999
